Invoice ID,Branch,Region,Customer_type,Gender,Product_line,Unit price,Quantity,Tax_5%,Total,Date,Time,Payment,cogs,gross_income,Rating
662-72-2873,A,Chandighar,Normal,Female,Food and beverages,40.94,5,10.235,214.935,01-06-2021,13:58,Paytm wallet,204.7,10.235,9.9
525-88-7307,B,Ferozepur,Member,Male,Sports and travel,75.82,1,3.791,79.611,01-31-2021,13:19,Cash,75.82,3.791,5.8
689-16-9784,C,Mohali,Normal,Male,Food and beverages,46.77,6,14.031,294.651,03-11-2021,13:37,Cash,280.62,14.031,6
725-56-0833,A,Chandighar,Normal,Female,Health and beauty,32.32,10,16.16,339.36,02-20-2021,16:49,Credit card,323.2,16.16,10
394-41-0748,C,Mohali,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,01-27-2021,14:55,Paytm wallet,486.63,24.3315,9.5
596-42-3999,B,Ferozepur,Normal,Male,Food and beverages,18.22,7,6.377,133.917,03-10-2021,14:04,Credit card,127.54,6.377,6.6
541-89-9860,C,Mohali,Member,Female,Fashion accessories,80.48,3,12.072,253.512,02-15-2021,12:31,Cash,241.44,12.072,8.1
173-82-9529,B,Ferozepur,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,01-26-2021,14:51,Cash,379.5,18.975,9.7
563-36-9814,A,Chandighar,Member,Male,Electronic accessories,76.82,1,3.841,80.661,02-13-2021,18:27,Paytm wallet,76.82,3.841,7.2
308-47-4913,A,Chandighar,Member,Female,Sports and travel,52.26,10,26.13,548.73,03-09-2021,12:45,Credit card,522.6,26.13,6.2
885-17-6250,A,Chandighar,Normal,Female,Health and beauty,79.74,1,3.987,83.727,03-06-2021,10:36,Paytm wallet,79.74,3.987,7.3
726-27-2396,A,Chandighar,Normal,Female,Health and beauty,77.5,5,19.375,406.875,01-24-2021,20:36,Paytm wallet,387.5,19.375,4.3
316-01-3952,A,Chandighar,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,03-13-2021,14:16,Paytm wallet,271.35,13.5675,4.6
760-54-1821,B,Ferozepur,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,03-15-2021,10:26,Cash,122.31,6.1155,5.8
793-10-3222,B,Ferozepur,Member,Female,Health and beauty,41.06,6,12.318,258.678,03-05-2021,13:30,Credit card,246.36,12.318,8.3
346-12-3257,B,Ferozepur,Member,Male,Electronic accessories,19.24,9,8.658,181.818,03-04-2021,16:28,Cash,173.16,8.658,8
110-05-6330,C,Mohali,Normal,Female,Food and beverages,39.43,6,11.829,248.409,03-25-2021,20:18,Credit card,236.58,11.829,9.4
651-61-0874,C,Mohali,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,03-12-2021,20:04,Credit card,184.88,9.244,6.2
236-86-3015,C,Mohali,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,02-04-2021,13:38,Paytm wallet,13.98,0.699,9.8
831-64-0259,B,Ferozepur,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,02-22-2021,10:43,Paytm wallet,198.75,9.9375,9.6
587-03-7455,C,Mohali,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,02-16-2021,17:30,Paytm wallet,684.53,34.2265,4.9
882-40-4577,A,Chandighar,Member,Male,Sports and travel,67.26,4,13.452,282.492,01-19-2021,15:28,Credit card,269.04,13.452,8
732-67-5346,A,Chandighar,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,01-11-2021,19:07,Credit card,68.95,3.4475,7.8
725-32-9708,B,Ferozepur,Member,Female,Fashion accessories,68.71,4,13.742,288.582,01-04-2021,19:01,Cash,274.84,13.742,4.1
256-08-8343,A,Chandighar,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,03-04-2021,19:48,Paytm wallet,226.12,11.306,5.5
372-26-1506,C,Mohali,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,01-28-2021,19:24,Paytm wallet,119.1,5.955,5.4
244-08-0162,B,Ferozepur,Normal,Female,Health and beauty,34.21,10,17.105,359.205,01-02-2021,13:00,Cash,342.1,17.105,5.1
569-71-4390,B,Ferozepur,Normal,Male,Sports and travel,21.87,2,2.187,45.927,01-25-2021,14:29,Paytm wallet,43.74,2.187,6.9
132-23-6451,A,Chandighar,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,01-04-2021,13:21,Cash,104.85,5.2425,7.8
696-90-2548,A,Chandighar,Normal,Male,Sports and travel,25.84,3,3.876,81.396,03-10-2021,18:55,Paytm wallet,77.52,3.876,6.6
472-15-9636,A,Chandighar,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,03-22-2021,19:36,Paytm wallet,407.44,20.372,9.2
268-03-6164,B,Ferozepur,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,01-25-2021,16:28,Paytm wallet,96.11,4.8055,7.8
750-57-9686,C,Mohali,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,01-08-2021,13:48,Credit card,181.52,9.076,8.7
186-09-3669,C,Mohali,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,01-22-2021,10:57,Paytm wallet,81.51,4.0755,9.2
848-07-1692,B,Ferozepur,Normal,Female,Health and beauty,57.22,2,5.722,120.162,01-12-2021,17:13,Paytm wallet,114.44,5.722,8.3
745-71-3520,A,Chandighar,Member,Female,Electronic accessories,25.22,7,8.827,185.367,02-04-2021,10:23,Cash,176.54,8.827,8.2
266-76-6436,C,Mohali,Member,Female,Food and beverages,38.6,3,5.79,121.59,03-28-2021,13:57,Paytm wallet,115.8,5.79,7.5
740-22-2500,C,Mohali,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,01-23-2021,13:29,Cash,252.15,12.6075,9.8
271-88-8734,C,Mohali,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,02-08-2021,13:00,Credit card,972.1,48.605,8.7
301-81-8610,B,Ferozepur,Member,Male,Fashion accessories,25.42,8,10.168,213.528,03-19-2021,19:42,Credit card,203.36,10.168,6.7
489-64-4354,C,Mohali,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,03-09-2021,15:36,Cash,16.28,0.814,5
198-84-7132,B,Ferozepur,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,01-02-2021,13:40,Cash,365.49,18.2745,7
269-10-8440,A,Chandighar,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,01-21-2021,18:01,Cash,372.19,18.6095,8.9
650-98-6268,B,Ferozepur,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,03-20-2021,13:53,Credit card,62.61,3.1305,8
741-73-3559,B,Ferozepur,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,02-27-2021,17:27,Cash,336.35,16.8175,6.9
325-77-6186,A,Chandighar,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,03-08-2021,10:53,Paytm wallet,906.5,45.325,7.3
286-75-7818,B,Ferozepur,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,01-31-2021,19:48,Credit card,138.16,6.908,6.9
574-57-9721,C,Mohali,Normal,Male,Food and beverages,43.27,2,4.327,90.867,03-08-2021,16:53,Paytm wallet,86.54,4.327,5.7
459-50-7686,A,Chandighar,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,01-13-2021,19:14,Paytm wallet,140.76,7.038,6.4
616-87-0016,B,Ferozepur,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,03-09-2021,14:36,Credit card,668.78,33.439,9.6
837-55-7229,B,Ferozepur,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,02-22-2021,18:19,Credit card,47.44,2.372,6.8
751-69-0068,C,Mohali,Normal,Male,Sports and travel,99.24,9,44.658,937.818,03-19-2021,19:09,Paytm wallet,893.16,44.658,9
257-73-1380,C,Mohali,Member,Male,Sports and travel,82.93,4,16.586,348.306,01-20-2021,16:51,Paytm wallet,331.72,16.586,9.6
345-08-4992,A,Chandighar,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,03-08-2021,15:37,Credit card,203.94,10.197,7.7
549-96-4200,C,Mohali,Member,Male,Food and beverages,17.04,4,3.408,71.568,03-08-2021,20:15,Paytm wallet,68.16,3.408,7
810-60-6344,C,Mohali,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,02-07-2021,14:38,Credit card,326.88,16.344,6.5
450-28-2866,C,Mohali,Member,Male,Food and beverages,17.44,5,4.36,91.56,01-15-2021,19:25,Cash,87.2,4.36,8.1
394-30-3170,B,Ferozepur,Member,Female,Sports and travel,88.43,8,35.372,742.812,03-22-2021,19:35,Credit card,707.44,35.372,4.3
138-17-5109,A,Chandighar,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,01-15-2021,15:42,Credit card,802.89,40.1445,6.5
192-98-7397,C,Mohali,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,01-08-2021,14:11,Paytm wallet,12.78,0.639,9.5
301-11-9629,A,Chandighar,Normal,Female,Sports and travel,19.1,7,6.685,140.385,01-15-2021,10:43,Cash,133.7,6.685,9.7
390-80-5128,B,Ferozepur,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,01-28-2021,17:58,Credit card,19.15,0.9575,9.5
235-46-8343,C,Mohali,Member,Male,Food and beverages,27.66,10,13.83,290.43,02-14-2021,11:26,Credit card,276.6,13.83,8.9
453-12-7053,C,Mohali,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,03-10-2021,17:38,Credit card,137.22,6.861,6.5
296-11-7041,B,Ferozepur,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,01-12-2021,20:07,Credit card,27.07,1.3535,5.3
449-27-2918,B,Ferozepur,Member,Female,Sports and travel,39.12,1,1.956,41.076,03-26-2021,11:02,Credit card,39.12,1.956,9.6
891-01-7034,B,Ferozepur,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,01-01-2021,19:07,Cash,448.26,22.413,6.7
744-09-5786,B,Ferozepur,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,01-02-2021,18:50,Cash,132.06,6.603,7.6
727-17-0390,A,Chandighar,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,03-16-2021,12:43,Paytm wallet,318.05,15.9025,4.8
568-88-3448,A,Chandighar,Normal,Male,Health and beauty,25,1,1.25,26.25,03-03-2021,15:09,Paytm wallet,25,1.25,5.5
187-83-5490,A,Chandighar,Member,Male,Electronic accessories,20.77,4,4.154,87.234,01-31-2021,13:47,Cash,83.08,4.154,4.7
767-54-1907,B,Ferozepur,Member,Female,Fashion accessories,29.56,5,7.39,155.19,02-13-2021,16:59,Cash,147.8,7.39,6.9
710-46-4433,B,Ferozepur,Member,Female,Food and beverages,77.4,9,34.83,731.43,02-15-2021,14:15,Credit card,696.6,34.83,4.5
533-33-5337,B,Ferozepur,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,02-07-2021,20:24,Cash,793.9,39.695,6.2
325-90-8763,C,Mohali,Member,Female,Electronic accessories,46.57,10,23.285,488.985,01-27-2021,13:58,Cash,465.7,23.285,7.6
729-46-7422,C,Mohali,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,02-23-2021,16:52,Credit card,35.89,1.7945,7.9
639-76-1242,C,Mohali,Normal,Male,Food and beverages,40.52,5,10.13,212.73,02-03-2021,15:19,Cash,202.6,10.13,4.5
234-03-4040,B,Ferozepur,Member,Female,Food and beverages,73.05,10,36.525,767.025,03-03-2021,12:25,Credit card,730.5,36.525,8.7
326-71-2155,C,Mohali,Normal,Female,Sports and travel,73.95,4,14.79,310.59,02-03-2021,10:02,Cash,295.8,14.79,6.1
320-32-8842,C,Mohali,Member,Female,Food and beverages,22.62,1,1.131,23.751,03-17-2021,18:58,Cash,22.62,1.131,6.4
470-32-9057,A,Chandighar,Member,Male,Food and beverages,51.34,5,12.835,269.535,03-28-2021,15:31,Credit card,256.7,12.835,9.1
878-30-2331,C,Mohali,Member,Female,Sports and travel,54.55,10,27.275,572.775,03-02-2021,11:22,Credit card,545.5,27.275,7.1
440-59-5691,C,Mohali,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,02-08-2021,13:12,Credit card,260.05,13.0025,7.7
554-53-3790,B,Ferozepur,Normal,Male,Sports and travel,37.02,6,11.106,233.226,03-22-2021,18:33,Cash,222.12,11.106,4.5
746-19-0921,C,Mohali,Normal,Male,Food and beverages,21.58,1,1.079,22.659,02-09-2021,10:02,Paytm wallet,21.58,1.079,7.2
233-34-0817,C,Mohali,Member,Female,Electronic accessories,98.84,1,4.942,103.782,02-15-2021,11:21,Cash,98.84,4.942,8.4
767-05-1286,C,Mohali,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,01-23-2021,12:10,Paytm wallet,502.62,25.131,5.4
340-21-9136,A,Chandighar,Member,Female,Sports and travel,40.05,4,8.01,168.21,01-25-2021,11:40,Cash,160.2,8.01,9.7
405-31-3305,A,Chandighar,Member,Male,Fashion accessories,43.13,10,21.565,452.865,02-02-2021,18:31,Credit card,431.3,21.565,5.5
731-59-7531,B,Ferozepur,Member,Male,Health and beauty,72.57,8,29.028,609.588,03-30-2021,17:58,Cash,580.56,29.028,4.6
676-39-6028,A,Chandighar,Member,Female,Electronic accessories,64.44,5,16.11,338.31,03-30-2021,17:04,Cash,322.2,16.11,6.6
502-05-1910,A,Chandighar,Normal,Male,Health and beauty,65.18,3,9.777,205.317,02-25-2021,20:35,Credit card,195.54,9.777,6.3
485-30-8700,A,Chandighar,Normal,Female,Sports and travel,33.26,5,8.315,174.615,03-18-2021,16:10,Credit card,166.3,8.315,4.2
598-47-9715,C,Mohali,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,03-07-2021,16:54,Paytm wallet,336.28,16.814,4.4
701-69-8742,B,Ferozepur,Normal,Male,Sports and travel,34.37,10,17.185,360.885,03-16-2021,10:11,Paytm wallet,343.7,17.185,6.7
575-67-1508,A,Chandighar,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,01-29-2021,11:26,Paytm wallet,38.6,1.93,6.7
541-08-3113,C,Mohali,Normal,Male,Food and beverages,65.97,8,26.388,554.148,02-02-2021,20:29,Cash,527.76,26.388,8.4
246-11-3901,C,Mohali,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,02-15-2021,12:12,Cash,328,16.4,6.2
674-15-9296,A,Chandighar,Normal,Male,Sports and travel,37.14,5,9.285,194.985,01-08-2021,13:05,Paytm wallet,185.7,9.285,5
305-18-3552,B,Ferozepur,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,02-12-2021,16:19,Cash,603.8,30.19,6
493-65-6248,C,Mohali,Member,Female,Sports and travel,36.98,10,18.49,388.29,01-01-2021,19:48,Credit card,369.8,18.49,7
438-01-4015,B,Ferozepur,Member,Female,Sports and travel,49.49,4,9.898,207.858,03-21-2021,15:25,Paytm wallet,197.96,9.898,6.6
709-58-4068,B,Ferozepur,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,02-28-2021,14:42,Cash,410.9,20.545,7.3
795-49-7276,A,Chandighar,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,03-23-2021,18:59,Paytm wallet,148.6,7.43,8.3
556-72-8512,C,Mohali,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,01-30-2021,20:47,Cash,22.96,1.148,4.3
627-95-3243,B,Ferozepur,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,02-04-2021,13:21,Paytm wallet,699.12,34.956,9.8
686-41-0932,B,Ferozepur,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,03-13-2021,19:48,Paytm wallet,69.4,3.47,8.2
510-09-5628,A,Chandighar,Member,Female,Fashion accessories,19.66,10,9.83,206.43,03-15-2021,18:20,Credit card,196.6,9.83,7.2
608-04-3797,B,Ferozepur,Member,Female,Health and beauty,25.32,8,10.128,212.688,03-05-2021,20:24,Paytm wallet,202.56,10.128,8.7
148-82-2527,C,Mohali,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,03-05-2021,13:44,Credit card,121.2,6.06,8.4
437-53-3084,B,Ferozepur,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,02-26-2021,11:48,Paytm wallet,199.78,9.989,7.1
632-32-4574,B,Ferozepur,Normal,Male,Sports and travel,75.92,8,30.368,637.728,03-20-2021,14:14,Cash,607.36,30.368,5.5
556-97-7101,C,Mohali,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,01-01-2021,15:51,Cash,126.44,6.322,8.5
862-59-8517,C,Mohali,Normal,Female,Food and beverages,90.24,6,27.072,568.512,01-27-2021,11:17,Cash,541.44,27.072,6.2
401-18-8016,B,Ferozepur,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,01-21-2021,17:36,Cash,98.13,4.9065,8.9
420-18-8989,A,Chandighar,Member,Female,Sports and travel,51.52,8,20.608,432.768,02-02-2021,15:47,Cash,412.16,20.608,9.6
277-63-2961,B,Ferozepur,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,02-03-2021,15:53,Credit card,73.97,3.6985,5.4
573-98-8548,C,Mohali,Member,Female,Fashion accessories,31.9,1,1.595,33.495,01-05-2021,12:40,Paytm wallet,31.9,1.595,9.1
620-02-2046,C,Mohali,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,01-27-2021,19:48,Paytm wallet,138.8,6.94,9
282-35-2475,B,Ferozepur,Normal,Female,Sports and travel,93.31,2,9.331,195.951,03-25-2021,17:53,Cash,186.62,9.331,6.3
511-54-3087,B,Ferozepur,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,02-25-2021,16:36,Credit card,88.45,4.4225,9.5
726-29-6793,A,Chandighar,Member,Male,Electronic accessories,24.18,8,9.672,203.112,01-28-2021,20:54,Paytm wallet,193.44,9.672,9.8
387-49-4215,B,Ferozepur,Member,Female,Sports and travel,48.5,3,7.275,152.775,01-08-2021,12:50,Cash,145.5,7.275,6.7
862-17-9201,B,Ferozepur,Normal,Female,Food and beverages,84.05,6,25.215,529.515,01-29-2021,10:48,Credit card,504.3,25.215,7.7
291-21-5991,B,Ferozepur,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,03-29-2021,14:28,Cash,306.45,15.3225,7
602-80-9671,C,Mohali,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,02-09-2021,17:15,Credit card,95.7,4.785,5.1
347-72-6115,B,Ferozepur,Member,Female,Sports and travel,90.74,7,31.759,666.939,01-16-2021,18:03,Credit card,635.18,31.759,6.2
209-61-0206,A,Chandighar,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,01-05-2021,17:29,Paytm wallet,214.55,10.7275,6.1
595-27-4851,A,Chandighar,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,01-27-2021,18:05,Paytm wallet,379.96,18.998,9.3
189-52-0236,A,Chandighar,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,03-14-2021,12:07,Cash,696.85,34.8425,7.6
503-07-0930,C,Mohali,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,02-23-2021,19:49,Credit card,408.73,20.4365,8.2
413-20-6708,C,Mohali,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,03-18-2021,15:52,Paytm wallet,51.47,2.5735,8.5
425-85-2085,B,Ferozepur,Member,Male,Health and beauty,54.86,5,13.715,288.015,03-29-2021,16:48,Paytm wallet,274.3,13.715,9.8
521-18-7827,C,Mohali,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,01-22-2021,20:46,Credit card,196.95,9.8475,8.7
220-28-1851,A,Chandighar,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,03-01-2021,18:14,Paytm wallet,69.46,3.473,9.7
600-38-9738,C,Mohali,Member,Male,Sports and travel,71.92,5,17.98,377.58,01-17-2021,15:05,Credit card,359.6,17.98,4.3
734-91-1155,B,Ferozepur,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,03-26-2021,10:34,Credit card,137.13,6.8565,7.7
451-28-5717,C,Mohali,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,03-20-2021,11:23,Cash,499.02,24.951,7.3
609-81-8548,A,Chandighar,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,02-06-2021,13:55,Credit card,224.64,11.232,5.9
133-14-7229,C,Mohali,Normal,Male,Health and beauty,62.87,2,6.287,132.027,01-01-2021,11:43,Cash,125.74,6.287,5
534-01-4457,A,Chandighar,Normal,Male,Food and beverages,81.71,6,24.513,514.773,01-27-2021,14:36,Credit card,490.26,24.513,8
719-89-8991,A,Chandighar,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,02-25-2021,16:03,Paytm wallet,457.05,22.8525,7.1
286-62-6248,B,Ferozepur,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,01-16-2021,20:03,Credit card,156.84,7.842,9
339-38-9982,B,Ferozepur,Member,Male,Fashion accessories,59.86,2,5.986,125.706,01-13-2021,14:55,Paytm wallet,119.72,5.986,6.7
827-44-5872,B,Ferozepur,Member,Female,Food and beverages,54.36,10,27.18,570.78,02-07-2021,11:28,Credit card,543.6,27.18,6.1
827-77-7633,A,Chandighar,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,02-17-2021,19:41,Cash,882.81,44.1405,9.3
287-83-1405,A,Chandighar,Normal,Male,Health and beauty,25.43,6,7.629,160.209,02-12-2021,19:01,Paytm wallet,152.58,7.629,7
435-13-4908,A,Chandighar,Member,Male,Fashion accessories,86.68,8,34.672,728.112,01-24-2021,18:04,Credit card,693.44,34.672,7.2
857-67-9057,B,Ferozepur,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,02-06-2021,19:20,Paytm wallet,229.5,11.475,8.2
236-27-1144,C,Mohali,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,03-26-2021,10:31,Paytm wallet,146.79,7.3395,8.4
892-05-6689,A,Chandighar,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,03-11-2021,13:28,Paytm wallet,141.6,7.08,6.2
583-41-4548,C,Mohali,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,02-07-2021,11:36,Paytm wallet,116.69,5.8345,7.4
339-12-4827,B,Ferozepur,Member,Female,Fashion accessories,73.96,1,3.698,77.658,01-05-2021,11:32,Credit card,73.96,3.698,5
643-38-7867,A,Chandighar,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,03-07-2021,11:44,Paytm wallet,97.94,4.897,6.9
308-81-0538,A,Chandighar,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,02-25-2021,17:16,Credit card,292.2,14.61,4.9
358-88-9262,C,Mohali,Member,Female,Food and beverages,87.48,6,26.244,551.124,02-01-2021,18:43,Paytm wallet,524.88,26.244,5.1
460-35-4390,A,Chandighar,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,01-22-2021,11:00,Paytm wallet,92.04,4.602,9.1
343-87-0864,C,Mohali,Member,Male,Health and beauty,75.88,1,3.794,79.674,01-03-2021,10:30,Credit card,75.88,3.794,7.1
173-50-1108,B,Ferozepur,Member,Female,Sports and travel,20.18,4,4.036,84.756,02-13-2021,12:14,Credit card,80.72,4.036,5
243-47-2663,C,Mohali,Member,Male,Electronic accessories,18.77,6,5.631,118.251,01-28-2021,16:43,Credit card,112.62,5.631,5.5
841-18-8232,B,Ferozepur,Normal,Female,Food and beverages,71.2,1,3.56,74.76,01-05-2021,20:40,Credit card,71.2,3.56,9.2
701-23-5550,B,Ferozepur,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,03-19-2021,13:40,Paytm wallet,155.24,7.762,4.9
647-50-1224,A,Chandighar,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,01-12-2021,16:23,Paytm wallet,294.2,14.71,8.9
541-48-8554,A,Chandighar,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,01-07-2021,12:08,Credit card,548.55,27.4275,6
539-21-7227,B,Ferozepur,Normal,Female,Sports and travel,51.54,5,12.885,270.585,01-26-2021,17:45,Cash,257.7,12.885,4.2
213-32-1216,A,Chandighar,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,01-23-2021,10:28,Cash,396.36,19.818,7.3
747-58-7183,B,Ferozepur,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,02-09-2021,20:31,Paytm wallet,171.81,8.5905,6.5
582-52-8065,B,Ferozepur,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,02-22-2021,10:49,Cash,488.79,24.4395,8.9
210-57-1719,B,Ferozepur,Normal,Female,Health and beauty,58.24,9,26.208,550.368,02-05-2021,12:34,Cash,524.16,26.208,9.7
399-69-4630,C,Mohali,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,03-07-2021,10:23,Credit card,133.26,6.663,8.6
134-75-2619,A,Chandighar,Member,Male,Electronic accessories,19.32,7,6.762,142.002,03-25-2021,18:51,Cash,135.24,6.762,6.9
356-44-8813,B,Ferozepur,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,01-20-2021,13:45,Credit card,112.44,5.622,7.7
198-66-9832,B,Ferozepur,Member,Female,Fashion accessories,72.04,2,7.204,151.284,02-04-2021,19:38,Cash,144.08,7.204,9.5
283-26-5248,C,Mohali,Member,Female,Food and beverages,98.52,10,49.26,1034.46,01-30-2021,20:23,Paytm wallet,985.2,49.26,4.5
712-39-0363,A,Chandighar,Member,Male,Food and beverages,41.66,6,12.498,262.458,01-02-2021,15:24,Paytm wallet,249.96,12.498,5.6
218-59-9410,A,Chandighar,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,03-29-2021,16:54,Paytm wallet,217.26,10.863,8.2
174-75-0888,B,Ferozepur,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,03-14-2021,12:32,Cash,194.22,9.711,7.3
866-99-7614,C,Mohali,Normal,Male,Food and beverages,89.2,10,44.6,936.6,02-11-2021,15:42,Credit card,892,44.6,4.4
134-54-4720,B,Ferozepur,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,01-30-2021,13:58,Paytm wallet,339.36,16.968,5.7
760-90-2357,A,Chandighar,Member,Male,Electronic accessories,74.51,6,22.353,469.413,03-20-2021,15:08,Paytm wallet,447.06,22.353,5
514-37-2845,B,Ferozepur,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,03-20-2021,13:02,Cash,198.5,9.925,9
698-98-5964,A,Chandighar,Normal,Female,Food and beverages,81.21,10,40.605,852.705,01-17-2021,13:01,Credit card,812.1,40.605,6.3
718-57-9773,C,Mohali,Normal,Female,Sports and travel,49.33,10,24.665,517.965,02-03-2021,16:40,Credit card,493.3,24.665,9.4
651-88-7328,A,Chandighar,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,01-01-2021,13:55,Cash,591.66,29.583,7.7
241-11-2261,B,Ferozepur,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,01-10-2021,10:33,Credit card,559.02,27.951,5.5
408-26-9866,C,Mohali,Normal,Female,Sports and travel,73.98,7,25.893,543.753,03-02-2021,16:42,Paytm wallet,517.86,25.893,4.1
834-83-1826,B,Ferozepur,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,02-25-2021,17:16,Credit card,410.2,20.51,7.6
343-61-3544,B,Ferozepur,Member,Male,Sports and travel,26.67,10,13.335,280.035,01-29-2021,11:48,Cash,266.7,13.335,8.6
239-48-4278,A,Chandighar,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,03-10-2021,19:35,Paytm wallet,70.91,3.5455,8.3
355-34-6244,B,Ferozepur,Normal,Male,Food and beverages,72.39,2,7.239,152.019,01-13-2021,19:55,Credit card,144.78,7.239,8.1
550-84-8664,A,Chandighar,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,03-22-2021,14:33,Credit card,429.55,21.4775,8.6
339-96-8318,B,Ferozepur,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,03-01-2021,19:49,Paytm wallet,569.17,28.4585,6.3
